sofifa_id,nationality,club_name,league_name
232682,Saudi Arabia,Al Ittihad,Saudi Abdul L. Jameel League
233114,England,Carlisle United,English League Two
233211,Germany,VfL Wolfsburg,German 1. Bundesliga
233570,Bolivia,Oriente Petrolero,Liga de Fútbol Profesional Boliviano
235500,Saudi Arabia,Al Shabab,Saudi Abdul L. Jameel League
236025,England,Northampton Town,English League One
238363,Germany,1. FC Magdeburg,German 3. Bundesliga
238667,Germany,FSV Zwickau,German 3. Bundesliga
239042,Saudi Arabia,Al Shabab,Saudi Abdul L. Jameel League
239126,Saudi Arabia,Al Shabab,Saudi Abdul L. Jameel League
239746,Germany,FC St. Gallen,Swiss Super League
239975,Spain,Östersunds FK,Swedish Allsvenskan
242560,Japan,Shonan Bellmare,Japanese J. League Division 1
243807,Scotland,Livingston FC,Scottish Premiership
243882,Germany,SC Paderborn 07,German 2. Bundesliga
243972,Spain,C.D. Castellón,Spanish Segunda División
244834,Venezuela,Emelec,Ecuadorian Serie A
245008,Austria,SV Ried,Austrian Football Bundesliga
246560,Romania,Chindia Târgovişte,Romanian Liga I
247216,Japan,Sagan Tosu,Japanese J. League Division 1
247219,Ghana,Falkenbergs FF,Swedish Allsvenskan
247946,Romania,FC Viitorul,Romanian Liga I
250962,Serbia,Famalicão,Portuguese Liga ZON SAGRES
251672,Saudi Arabia,Al Raed,Saudi Abdul L. Jameel League
252171,United Arab Emirates,Al Ain FC,UAE Arabian Gulf League
252189,Korea Republic,GwangJu FC,Korean K League Classic
254408,Peru,Club Atlético Grau,Peruvian Primera División
254537,Iceland,Aalesunds FK,Norwegian Eliteserien
254753,Paraguay,Sportivo Luqueño,Paraguayan Primera División
255094,Bolivia,Jorge Wilstermann,Liga de Fútbol Profesional Boliviano
257144,Germany,VfB Lübeck,German 3. Bundesliga
257228,Austria,SCR Altach,Austrian Football Bundesliga
257384,Uruguay,Querétaro,Mexican Liga MX
257993,Croatia,Lech Poznań,Polish T-Mobile Ekstraklasa
258133,Uruguay,Centro Atlético Fénix,Uruguayan Primera División
258178,Netherlands,Fortuna Sittard,Holland Eredivisie
258386,Brazil,Moreirense FC,Portuguese Liga ZON SAGRES
258599,Finland,Warta Poznań,Polish T-Mobile Ekstraklasa
203458,Albania,Vejle Boldklub,Danish Superliga
206535,England,Cambridge United,English League Two
216106,Belgium,KSV Cercle Brugge,Belgian Jupiler Pro League
218576,Wales,Plymouth Argyle,English League One
220057,England,Southend United,English League Two
220635,England,Port Vale,English League Two
220779,New Zealand,,
223264,Scotland,Morecambe,English League Two
225650,Wales,Newport County,English League Two
228210,Australia,Newcastle Jets,Australian Hyundai A-League
229324,Wales,Newport County,English League Two
229561,Argentina,Unión de Santa Fe,Argentina Primera División
229730,Poland,Podbeskidzie Bielsko-Biała,Polish T-Mobile Ekstraklasa
235054,Australia,Western United FC,Australian Hyundai A-League
236406,Germany,SV Wehen Wiesbaden,German 3. Bundesliga
237250,United States,Seattle Sounders FC,USA Major League Soccer
239504,England,Walsall,English League Two
240421,Spain,Cracovia,Polish T-Mobile Ekstraklasa
242584,Japan,Nagoya Grampus,Japanese J. League Division 1
246802,Brazil,FC Tokyo,Japanese J. League Division 1
246911,Norway,Molde FK,Norwegian Eliteserien
248005,Romania,Chindia Târgovişte,Romanian Liga I
251486,Portugal,Santa Clara,Portuguese Liga ZON SAGRES
251610,Spain,RC Celta,Spain Primera Division
253577,Peru,Deportivo Binacional,Peruvian Primera División
255274,Uzbekistan,Busan IPark,Korean K League Classic
255653,Ecuador,Sol de América,Paraguayan Primera División
255992,Peru,Melgar FBC,Peruvian Primera División
256276,Germany,SC Verl,German 3. Bundesliga
256902,France,Pau FC,French Ligue 2
200900,Republic of Ireland,Dundalk,Rep. Ireland Airtricity League
202806,Bosnia Herzegovina,Viktoria Köln,German 3. Bundesliga
204845,Sweden,IFK Göteborg,Swedish Allsvenskan
205311,Scotland,St. Mirren,Scottish Premiership
207460,Norway,Mjøndalen IF,Norwegian Eliteserien
209002,Ivory Coast,Odense Boldklub,Danish Superliga
211435,Uruguay,Querétaro,Mexican Liga MX
