sofifa_id,nationality,club_name,league_name
204445,Northern Ireland,,
204506,Netherlands,SK Slavia Praha,Czech Republic Gambrinus Liga
204820,Scotland,New York City FC,USA Major League Soccer
204992,Ivory Coast,KAS Eupen,Belgian Jupiler Pro League
205054,Scotland,Wigan Athletic,English League One
205214,Norway,Göztepe SK,Turkish Süper Lig
205496,Brazil,Udinese,Italian Serie A
205565,Netherlands,Ulsan Hyundai FC,Korean K League Classic
205578,Belgium,Oud-Heverlee Leuven,Belgian Jupiler Pro League
205594,Brazil,Portimonense SC,Portuguese Liga ZON SAGRES
205631,Argentina,Newell's Old Boys,Argentina Primera División
205669,Portugal,Sporting Kansas City,USA Major League Soccer
205857,South Africa,Kaizer Chiefs,South African Premier Division
205941,Argentina,Independiente,Argentina Primera División
206219,Spain,CA Osasuna,Spain Primera Division
206317,Israel,Celtic,Scottish Premiership
206472,Korea Republic,FC Seoul,Korean K League Classic
206604,Chile,Audax Italiano,Chilian Campeonato Nacional
207546,Korea Republic,Pohang Steelers,Korean K League Classic
207805,Kosovo,Kasimpaşa SK,Turkish Süper Lig
207892,United States,FC Cincinnati,USA Major League Soccer
207954,Germany,DSC Arminia Bielefeld,German 1. Bundesliga
208432,Sweden,FC Cincinnati,USA Major League Soccer
208437,Sweden,Djurgårdens IF,Swedish Allsvenskan
208507,Spain,Málaga CF,Spanish Segunda División
208630,Poland,Gençlerbirliği SK,Turkish Süper Lig
208714,Romania,,
208861,France,Clermont Foot 63,French Ligue 2
208949,Saudi Arabia,Al Hilal,Saudi Abdul L. Jameel League
209218,Syria,Al Raed,Saudi Abdul L. Jameel League
209281,Saudi Arabia,Al Nassr,Saudi Abdul L. Jameel League
209737,Brazil,Real Salt Lake,USA Major League Soccer
209738,Colombia,Independiente Medellín,Colombian Liga Postobón
210028,Saudi Arabia,Al Wehda,Saudi Abdul L. Jameel League
210171,Serbia,Cádiz CF,Spain Primera Division
210258,Portugal,Málaga CF,Spanish Segunda División
210801,Ghana,Nashville SC,USA Major League Soccer
210879,Slovenia,Houston Dynamo,USA Major League Soccer
211243,Spain,CD Tenerife,Spanish Segunda División
211840,Germany,SG Dynamo Dresden,German 3. Bundesliga
212466,Mexico,Deportivo Toluca,Mexican Liga MX
212608,Madagascar,Grenoble Foot 38,French Ligue 2
212819,Japan,FC Tokyo,Japanese J. League Division 1
212879,Germany,SC Paderborn 07,German 2. Bundesliga
213030,France,Dijon FCO,French Ligue 1
213061,Japan,Nagoya Grampus,Japanese J. League Division 1
213260,Colombia,Millonarios FC,Colombian Liga Postobón
213570,Scotland,Motherwell,Scottish Premiership
213591,Chile,Universidad Católica,Chilian Campeonato Nacional
213718,Costa Rica,SK Brann,Norwegian Eliteserien
214110,Colombia,Atlético Nacional,Colombian Liga Postobón
214114,Colombia,HJK Helsinki,Finnish Veikkausliiga
214191,Colombia,Club Atlético Talleres,Argentina Primera División
214208,Colombia,Junior FC,Colombian Liga Postobón
214313,Chile,Club Necaxa,Mexican Liga MX
214326,Chile,Unión La Calera,Chilian Campeonato Nacional
214371,Colombia,Deportivo Pasto,Colombian Liga Postobón
214379,Colombia,Deportivo Cali,Colombian Liga Postobón
214506,Panama,Inter Miami,USA Major League Soccer
214563,Colombia,Defensa y Justicia,Argentina Primera División
214776,Argentina,Delfín SC,Ecuadorian Serie A
214835,Chile,Al Fayha,Saudi Abdul L. Jameel League
214916,Chile,Unión La Calera,Chilian Campeonato Nacional
214933,Argentina,Defensa y Justicia,Argentina Primera División
215048,Argentina,Barcelona Sporting Club,Ecuadorian Serie A
215066,Argentina,Arsenal de Sarandí,Argentina Primera División
215083,Argentina,Montreal Impact,USA Major League Soccer
215159,Uruguay,Defensa y Justicia,Argentina Primera División
215168,Argentina,Club Atlético Huracán,Argentina Primera División
215177,Argentina,Central Córdoba,Argentina Primera División
215374,Republic of Ireland,Birmingham City,English League Championship
215750,Paraguay,FC Juárez,Mexican Liga MX
216281,Bosnia Herzegovina,CFR Cluj,Romanian Liga I
216530,Paraguay,Club Atlético Banfield,Argentina Primera División
216627,Wales,Cardiff City,English League Championship
216701,Uruguay,Deportivo Cali,Colombian Liga Postobón
216834,France,Racing Club de Lens,French Ligue 1
217217,El Salvador,Houston Dynamo,USA Major League Soccer
217646,Japan,Urawa Red Diamonds,Japanese J. League Division 1
218164,Paraguay,Club Bolívar,Liga de Fútbol Profesional Boliviano
218188,Paraguay,River Plate Asunción,Paraguayan Primera División
218431,Egypt,,
218471,Korea Republic,Suwon Samsung Bluewings,Korean K League Classic
218971,Ivory Coast,,
219285,Honduras,Nashville SC,USA Major League Soccer
219746,Chile,Audax Italiano,Chilian Campeonato Nacional
219751,Portugal,Moreirense FC,Portuguese Liga ZON SAGRES
220246,South Africa,,
220429,Argentina,Trabzonspor,Turkish Süper Lig
220826,Colombia,Junior FC,Colombian Liga Postobón
221495,Brazil,FC Voluntari,Romanian Liga I
221552,Norway,IF Elfsborg,Swedish Allsvenskan
221855,China PR,Shandong Luneng TaiShan FC,Chinese Super League
222240,China PR,Jiangsu Suning FC,Chinese Super League
222273,China PR,Shenzhen FC,Chinese Super League
222959,Italy,Empoli,Italian Serie B
223045,Turkey,Sivasspor,Turkish Süper Lig
223134,Turkey,Yeni Malatyaspor,Turkish Süper Lig
223195,Turkey,Çaykur Rizespor,Turkish Süper Lig
223206,Argentina,Independiente del Valle,Ecuadorian Serie A
223223,France,KV Oostende,Belgian Jupiler Pro League
223518,Brazil,Always Ready,Liga de Fútbol Profesional Boliviano
223553,Brazil,Jorge Wilstermann,Liga de Fútbol Profesional Boliviano
223734,Paraguay,Club Guaraní,Paraguayan Primera División
223818,Portugal,Santa Clara,Portuguese Liga ZON SAGRES
223875,Morocco,Stade Malherbe Caen,French Ligue 2
224137,Argentina,Club Bolívar,Liga de Fútbol Profesional Boliviano
224146,Spain,Jagiellonia Białystok,Polish T-Mobile Ekstraklasa
224542,Argentina,Unión de Santa Fe,Argentina Primera División
224874,Norway,Kristiansund BK,Norwegian Eliteserien
225715,Slovenia,Zagłębie Lubin,Polish T-Mobile Ekstraklasa
226033,Sweden,Djurgårdens IF,Swedish Allsvenskan
226416,Argentina,Atlético de San Luis,Mexican Liga MX
227530,Argentina,Patronato,Argentina Primera División
228116,Venezuela,,
228205,South Africa,Kaizer Chiefs,South African Premier Division
228269,Peru,Cusco FC,Peruvian Primera División
228737,Venezuela,DC United,USA Major League Soccer
228829,England,Birmingham City,English League Championship
228908,France,Clermont Foot 63,French Ligue 2
229041,Algeria,Abha Club,Saudi Abdul L. Jameel League
229404,Egypt,New York Red Bulls,USA Major League Soccer
229683,Brazil,Clube Sport Marítimo,Portuguese Liga ZON SAGRES
230094,Serbia,Farense,Portuguese Liga ZON SAGRES
230164,Brazil,Fortaleza,Campeonato Brasileiro Série A
230178,Brazil,Bahia,Campeonato Brasileiro Série A
230196,Brazil,Bahia,Campeonato Brasileiro Série A
230205,Brazil,Atlético Clube Goianiense,Campeonato Brasileiro Série A
230226,Brazil,Vasco da Gama,Campeonato Brasileiro Série A
230253,Brazil,Atlético Mineiro,Campeonato Brasileiro Série A
230265,Brazil,Oceânico FC,Campeonato Brasileiro Série A
230314,Brazil,Atlético Mineiro,Campeonato Brasileiro Série A
230334,Brazil,Coritiba,Campeonato Brasileiro Série A
230352,Brazil,Oceânico FC,Campeonato Brasileiro Série A
230356,Brazil,Coritiba,Campeonato Brasileiro Série A
230376,Brazil,Vasco da Gama,Campeonato Brasileiro Série A
230378,Brazil,Atlético Mineiro,Campeonato Brasileiro Série A
230386,Brazil,Club Athletico Paranaense,Campeonato Brasileiro Série A
230396,Brazil,Vasco da Gama,Campeonato Brasileiro Série A
230439,Brazil,Grêmio,Campeonato Brasileiro Série A
230472,Brazil,Botafogo,Campeonato Brasileiro Série A
230473,Brazil,Coritiba,Campeonato Brasileiro Série A
230489,Brazil,Atlético Clube Goianiense,Campeonato Brasileiro Série A
230490,Brazil,Club Athletico Paranaense,Campeonato Brasileiro Série A
230515,Brazil,Ceará Sporting Club,Campeonato Brasileiro Série A
230526,Brazil,Club Athletico Paranaense,Campeonato Brasileiro Série A
231094,Ecuador,Delfín SC,Ecuadorian Serie A
231862,Colombia,Independiente Medellín,Colombian Liga Postobón
232209,Guinea,Legia Warszawa,Polish T-Mobile Ekstraklasa
232452,Japan,Vegalta Sendai,Japanese J. League Division 1
232462,Japan,Cerezo Osaka,Japanese J. League Division 1
232577,Japan,Urawa Red Diamonds,Japanese J. League Division 1
232608,Japan,Nagoya Grampus,Japanese J. League Division 1
232626,Korea Republic,Nagoya Grampus,Japanese J. League Division 1
232695,Argentina,Central Córdoba,Argentina Primera División
232728,Japan,Nagoya Grampus,Japanese J. League Division 1
232861,Japan,Yokohama F. Marinos,Japanese J. League Division 1
232875,Japan,Vissel Kobe,Japanese J. League Division 1
232883,Japan,CD Leganés,Spanish Segunda División
233029,Argentina,Club Atlético Colón,Argentina Primera División
233146,Japan,Kawasaki Frontale,Japanese J. League Division 1
233154,Japan,Oita Trinita,Japanese J. League Division 1
233975,Brazil,Atlético Clube Goianiense,Campeonato Brasileiro Série A
233996,Brazil,Oceânico FC,Campeonato Brasileiro Série A
234002,Brazil,Goiás,Campeonato Brasileiro Série A
234017,Brazil,Coritiba,Campeonato Brasileiro Série A
234020,Brazil,Atlético Clube Goianiense,Campeonato Brasileiro Série A
234059,Venezuela,Brescia,Italian Serie B
234164,Portugal,Clube Sport Marítimo,Portuguese Liga ZON SAGRES
234488,Denmark,FC Nordsjælland,Danish Superliga
234670,Brazil,Farense,Portuguese Liga ZON SAGRES
235320,Norway,Ulsan Hyundai FC,Korean K League Classic
236072,Brazil,Atlético Clube Goianiense,Campeonato Brasileiro Série A
236747,Venezuela,Junior FC,Colombian Liga Postobón
237075,United States,Houston Dynamo,USA Major League Soccer
237581,Jamaica,Antalyaspor,Turkish Süper Lig
238692,Albania,Hamburger SV,German 2. Bundesliga
238837,Uruguay,Audax Italiano,Chilian Campeonato Nacional
238924,France,SV Sandhausen,German 2. Bundesliga
238989,Slovenia,TSV Hartberg,Austrian Football Bundesliga
239121,Germany,VfB Stuttgart,German 1. Bundesliga
239186,Portugal,Portimonense SC,Portuguese Liga ZON SAGRES
239431,South Africa,Orlando Pirates,South African Premier Division
239841,Greece,VfL Bochum 1848,German 2. Bundesliga
240057,France,Paris FC,French Ligue 2
241499,Ecuador,Delfín SC,Ecuadorian Serie A
241670,Croatia,Cagliari,Italian Serie A
242351,Thailand,Yokohama F. Marinos,Japanese J. League Division 1
242737,Costa Rica,Incheon United FC,Korean K League Classic
243552,Spain,CD Mirandés,Spanish Segunda División
243553,Spain,SD Ponferradina,Spanish Segunda División
243753,Ivory Coast,,
244017,Algeria,Al Hazem,Saudi Abdul L. Jameel League
246066,Bolivia,Club Bolívar,Liga de Fútbol Profesional Boliviano
246265,Brazil,Kashiwa Reysol,Japanese J. League Division 1
246696,Paraguay,FC Juárez,Mexican Liga MX
246806,Korea Republic,Yokohama F. Marinos,Japanese J. League Division 1
246845,Germany,SC Paderborn 07,German 2. Bundesliga
247148,Argentina,América de Cali,Colombian Liga Postobón
248009,Argentina,FC Botoşani,Romanian Liga I
248755,France,FC Chambly Oise,French Ligue 2
251706,Ecuador,,
251708,Ecuador,,
251890,Morocco,Al Raed,Saudi Abdul L. Jameel League
253286,Uruguay,LDU Quito,Ecuadorian Serie A
253320,Argentina,SD Aucas,Ecuadorian Serie A
253328,Ecuador,SD Aucas,Ecuadorian Serie A
253651,Bolivia,Nacional Potosí,Liga de Fútbol Profesional Boliviano
253890,Ecuador,LDU Quito,Ecuadorian Serie A
254347,Argentina,Cusco FC,Peruvian Primera División
254881,Japan,Kashiwa Reysol,Japanese J. League Division 1
257266,Brazil,Farense,Portuguese Liga ZON SAGRES
258958,Ukraine,Sint-Truidense VV,Belgian Jupiler Pro League
256630,Germany,Bayer 04 Leverkusen,German 1. Bundesliga
242879,Belgium,KRC Genk,Belgian Jupiler Pro League
245541,United States,Borussia Dortmund,German 1. Bundesliga
242573,Colombia,Deportivo Cali,Colombian Liga Postobón
241042,England,Norwich City,English League Championship
241811,Spain,SD Huesca,Spain Primera Division
247870,Russia,Spartak Moscow,Russian Premier League
250961,Netherlands,FC Bayern München,German 1. Bundesliga
242534,Venezuela,New York Red Bulls,USA Major League Soccer
247229,Italy,Atalanta,Italian Serie A
248149,Poland,Legia Warszawa,Polish T-Mobile Ekstraklasa
251954,Netherlands,Leeds United,English Premier League
252339,Portugal,LOSC Lille,French Ligue 1
253052,Burkina Faso,KV Mechelen,Belgian Jupiler Pro League
228946,Sweden,Bologna,Italian Serie A
234686,Switzerland,OGC Nice,French Ligue 1
234867,Australia,FC Utrecht,Holland Eredivisie
239810,Belgium,Standard de Liège,Belgian Jupiler Pro League
241496,United States,LOSC Lille,French Ligue 1
244349,Mexico,U.N.A.M.,Mexican Liga MX
244884,Argentina,Inter Miami,USA Major League Soccer
245762,Turkey,FC Schalke 04,German 1. Bundesliga
246728,Burkina Faso,Ajax,Holland Eredivisie
247912,Romania,FC Voluntari,Romanian Liga I
235152,Netherlands,Fenerbahçe SK,Turkish Süper Lig
235450,Portugal,Watford,English League Championship
235842,Italy,Inter,Italian Serie A
239136,France,Montpellier HSC,French Ligue 1
241278,Romania,FCSB (Steaua),Romanian Liga I
241487,United States,FC Dallas,USA Major League Soccer
241850,Argentina,Boca Juniors,Argentina Primera División
242619,Mali,Racing Club de Lens,French Ligue 1
242835,Argentina,Olympique de Marseille,French Ligue 1
243497,Poland,Cagliari,Italian Serie A
244523,Spain,Real Madrid,Spain Primera Division
244692,Denmark,FC Nordsjælland,Danish Superliga
245691,Argentina,FC Cincinnati,USA Major League Soccer
246565,France,Toulouse Football Club,French Ligue 2
246787,Spain,Real Madrid,Spain Primera Division
252865,Spain,RC Celta,Spain Primera Division
228174,United States,Tottenham Hotspur,English Premier League
233917,Switzerland,Stade de Reims,French Ligue 1
234894,Norway,Stabæk Fotball,Norwegian Eliteserien
235413,Poland,AS Monaco,French Ligue 1
236515,Spain,SD Huesca,Spain Primera Division
236613,Germany,Bayer 04 Leverkusen,German 1. Bundesliga
237477,England,Middlesbrough,English League Championship
238319,England,Stoke City,English League Championship
239138,Korea Republic,SC Freiburg,German 1. Bundesliga
240241,Switzerland,KRC Genk,Belgian Jupiler Pro League
242294,Argentina,Newell's Old Boys,Argentina Primera División
243032,Spain,Real Madrid,Spain Primera Division
244182,Georgia,CD Nacional,Portuguese Liga ZON SAGRES
244497,Brazil,Shakhtar Donetsk,Ukrainian Premier League
246679,France,AS Monaco,French Ligue 1
247361,United States,Philadelphia Union,USA Major League Soccer
258685,DR Congo,Standard de Liège,Belgian Jupiler Pro League
258922,Spain,Real Madrid,Spain Primera Division
225812,Colombia,Atlético Nacional,Colombian Liga Postobón
232669,New Zealand,1. FC Nürnberg,German 2. Bundesliga
232759,England,Stoke City,English League Championship
233164,Kosovo,Girona FC,Spanish Segunda División
235167,Germany,VfL Bochum 1848,German 2. Bundesliga
235536,Mexico,Tigres U.A.N.L.,Mexican Liga MX
236529,Colombia,Brighton & Hove Albion,English Premier League
237024,Germany,SC Freiburg,German 1. Bundesliga
237848,Mexico,Club Atlas,Mexican Liga MX
238056,France,Valenciennes FC,French Ligue 2
239696,Kosovo,Hannover 96,German 2. Bundesliga
240201,Spain,Real Sporting de Gijón,Spanish Segunda División
240658,Morocco,Lazio,Italian Serie A
241489,Spain,Athletic Club de Bilbao,Spain Primera Division
241704,France,Olympique de Marseille,French Ligue 1
241737,Norway,Odds BK,Norwegian Eliteserien
244143,Romania,CFR Cluj,Romanian Liga I
244393,Spain,Roma,Italian Serie A
246203,Ecuador,Trabzonspor,Turkish Süper Lig
246973,Colombia,Millonarios FC,Colombian Liga Postobón
247180,Portugal,Moreirense FC,Portuguese Liga ZON SAGRES
247412,France,OGC Nice,French Ligue 1
247972,Romania,FCSB (Steaua),Romanian Liga I
248698,Ukraine,Shakhtar Donetsk,Ukrainian Premier League
251885,Argentina,Defensa y Justicia,Argentina Primera División
253264,Uruguay,Liverpool Fútbol Club,Uruguayan Primera División
253292,Uruguay,Nacional de Montevideo,Uruguayan Primera División
253735,Spain,Granada CF,Spain Primera Division
225589,Scotland,St. Johnstone FC,Scottish Premiership
228080,Germany,Borussia Dortmund,German 1. Bundesliga
235405,Republic of Ireland,West Bromwich Albion,English Premier League
236530,England,Huddersfield Town,English League Championship
236721,France,Nîmes Olympique,French Ligue 1
237936,Norway,Vålerenga Fotball,Norwegian Eliteserien
242691,Paraguay,River Plate Asunción,Paraguayan Primera División
243249,Netherlands,Ajax,Holland Eredivisie
243311,Spain,RB Leipzig,German 1. Bundesliga
245439,Argentina,Godoy Cruz,Argentina Primera División
247257,Brazil,Roma,Italian Serie A
248107,Romania,FC Viitorul,Romanian Liga I
248564,Netherlands,AZ Alkmaar,Holland Eredivisie
253602,Peru,CF Fuenlabrada,Spanish Segunda División
256689,Senegal,FC Metz,French Ligue 1
258520,Turkey,Beşiktaş JK,Turkish Süper Lig
215376,Italy,Spezia,Italian Serie A
224062,Poland,Lazio,Italian Serie A
224925,Germany,BSC Young Boys,Swiss Super League
226050,Germany,1. FC Union Berlin,German 1. Bundesliga
227511,Germany,SV Darmstadt 98,German 2. Bundesliga
229336,Switzerland,FC Sion,Swiss Super League
230835,Ivory Coast,Antalyaspor,Turkish Süper Lig
231743,England,Aston Villa,English Premier League
231841,France,FC Sochaux-Montbéliard,French Ligue 2
232440,Brazil,AS Monaco,French Ligue 1
233090,Argentina,Newell's Old Boys,Argentina Primera División
233373,Ivory Coast,FC Lorient,French Ligue 1
235215,Italy,Crotone,Italian Serie A
235840,Italy,AC Monza,Italian Serie B
235942,Italy,Genoa,Italian Serie A
236308,Italy,Spezia,Italian Serie A
237735,Brazil,FC Barcelona,Spain Primera Division
238490,Morocco,Queens Park Rangers,English League Championship
238504,Morocco,AS Nancy Lorraine,French Ligue 2
240115,Brazil,Lokomotiv Moscow,Russian Premier League
240846,Nigeria,CD Tenerife,Spanish Segunda División
240969,Argentina,Inter Miami,USA Major League Soccer
241389,Turkey,Trabzonspor,Turkish Süper Lig
241445,France,AS Saint-Étienne,French Ligue 1
241837,Argentina,Newell's Old Boys,Argentina Primera División
242815,Austria,FK Austria Wien,Austrian Football Bundesliga
244624,Spain,RCD Espanyol,Spanish Segunda División
244654,Japan,Sanfrecce Hiroshima,Japanese J. League Division 1
245016,Senegal,Amiens SC,French Ligue 2
246275,Spain,CD Leganés,Spanish Segunda División
246284,Spain,RCD Espanyol,Spanish Segunda División
246608,Spain,C.D. Castellón,Spanish Segunda División
247112,Belgium,SC Heerenveen,Holland Eredivisie
247534,Ivory Coast,Stade Malherbe Caen,French Ligue 2
248117,Romania,FC Viitorul,Romanian Liga I
250818,Brazil,Famalicão,Portuguese Liga ZON SAGRES
251105,Serbia,Wolfsberger AC,Austrian Football Bundesliga
251504,Guinea Bissau,Moreirense FC,Portuguese Liga ZON SAGRES
253911,Venezuela,Argentinos Juniors,Argentina Primera División
254215,Ecuador,SD Aucas,Ecuadorian Serie A
257133,Serbia,Real Sporting de Gijón,Spanish Segunda División
221350,France,FC Metz,French Ligue 1
221908,Scotland,Inter Miami,USA Major League Soccer
223962,Netherlands,SC Heerenveen,Holland Eredivisie
225667,England,Barnsley,English League Championship
229516,Spain,FC Hermannstadt,Romanian Liga I
229649,Chile,Colo-Colo,Chilian Campeonato Nacional
229650,Chile,Vancouver Whitecaps FC,USA Major League Soccer
231073,Serbia,Atalanta,Italian Serie A
231848,France,FC Lorient,French Ligue 1
232207,Serbia,Atlético Madrid,Spain Primera Division
234184,Japan,Kashiwa Reysol,Japanese J. League Division 1
234223,Argentina,Club Atlético Aldosivi,Argentina Primera División
235124,Mexico,Cruz Azul,Mexican Liga MX
235458,Ivory Coast,West Bromwich Albion,English Premier League
236454,Ivory Coast,Angers SCO,French Ligue 1
236556,Cameroon,Royal Antwerp FC,Belgian Jupiler Pro League
237203,Paraguay,Portland Timbers,USA Major League Soccer
237469,Cameroon,Seattle Sounders FC,USA Major League Soccer
237749,Japan,Hokkaido Consadole Sapporo,Japanese J. League Division 1
238775,Poland,Pogoń Szczecin,Polish T-Mobile Ekstraklasa
239307,Belgium,KV Oostende,Belgian Jupiler Pro League
239323,Germany,FC Ingolstadt 04,German 3. Bundesliga
239494,Germany,SC Paderborn 07,German 2. Bundesliga
240797,France,AC Ajaccio,French Ligue 2
240942,Spain,UD Las Palmas,Spanish Segunda División
241064,Argentina,Arsenal de Sarandí,Argentina Primera División
242006,Japan,Urawa Red Diamonds,Japanese J. League Division 1
242217,DR Congo,KAS Eupen,Belgian Jupiler Pro League
242427,Mexico,Deportivo Toluca,Mexican Liga MX
246298,France,Toulouse Football Club,French Ligue 2
246657,Spain,UD Las Palmas,Spanish Segunda División
247882,Bolivia,Club Blooming,Liga de Fútbol Profesional Boliviano
251981,France,AC Ajaccio,French Ligue 2
253073,Kenya,IF Elfsborg,Swedish Allsvenskan
253345,Ecuador,Independiente del Valle,Ecuadorian Serie A
255340,Uruguay,Nacional de Montevideo,Uruguayan Primera División
215195,Norway,Odense Boldklub,Danish Superliga
215638,Scotland,Stoke City,English League Championship
215820,Northern Ireland,Motherwell,Scottish Premiership
216463,Morocco,AJ Auxerre,French Ligue 2
219091,Chile,Estudiantes de La Plata,Argentina Primera División
219952,Scotland,Lecce,Italian Serie B
222557,United States,Real Salt Lake,USA Major League Soccer
222572,Spain,RC Celta,Spain Primera Division
223151,Switzerland,FC Basel 1893,Swiss Super League
223570,France,Montpellier HSC,French Ligue 1
224838,Sweden,IFK Norrköping,Swedish Allsvenskan
225203,Scotland,Queens Park Rangers,English League Championship
225270,Chile,Club Atlas,Mexican Liga MX
225915,Argentina,Club Atlético Banfield,Argentina Primera División
227604,Germany,SV Darmstadt 98,German 2. Bundesliga
228591,Haiti,AJ Auxerre,French Ligue 2
228715,Belgium,Royal Excel Mouscron,Belgian Jupiler Pro League
228759,France,AJ Auxerre,French Ligue 2
228762,Netherlands,FC Utrecht,Holland Eredivisie
231344,Senegal,Nîmes Olympique,French Ligue 1
231351,Chile,CD Huachipato,Chilian Campeonato Nacional
231406,England,West Bromwich Albion,English Premier League
232658,Netherlands,Vitesse,Holland Eredivisie
232832,Argentina,Club Atlético Banfield,Argentina Primera División
233705,Denmark,Norwich City,English League Championship
234048,Ghana,KV Kortrijk,Belgian Jupiler Pro League
235213,Belgium,Molde FK,Norwegian Eliteserien
235636,Denmark,LASK Linz,Austrian Football Bundesliga
235719,United States,Club Atlético Talleres,Argentina Primera División
236217,Germany,Holstein Kiel,German 2. Bundesliga
236555,Brazil,SC Braga,Portuguese Liga ZON SAGRES
236617,Belgium,Oud-Heverlee Leuven,Belgian Jupiler Pro League
239608,Spain,CF Fuenlabrada,Spanish Segunda División
240091,Italy,Cagliari,Italian Serie A
240223,Serbia,Montpellier HSC,French Ligue 1
240926,England,Liverpool,English Premier League
240964,Argentina,Club Atlético Banfield,Argentina Primera División
241093,Cameroon,SCR Altach,Austrian Football Bundesliga
241233,South Africa,Kaizer Chiefs,South African Premier Division
241783,United States,New York City FC,USA Major League Soccer
242216,Argentina,Denizlispor,Turkish Süper Lig
242270,Slovakia,Brescia,Italian Serie B
242336,Spain,Real Valladolid CF,Spain Primera Division
242763,Colombia,Mazatlán FC,Mexican Liga MX
245283,Algeria,Angers SCO,French Ligue 1
246690,Paraguay,Alanyaspor,Turkish Süper Lig
248854,Turkey,Gençlerbirliği SK,Turkish Süper Lig
251914,Spain,FC Cartagena,Spanish Segunda División
252830,Brazil,Vitória Guimarães,Portuguese Liga ZON SAGRES
253833,Uruguay,Nacional de Montevideo,Uruguayan Primera División
255380,Ivory Coast,Celtic,Scottish Premiership
205481,England,Millwall,English League Championship
213404,Poland,Hellas Verona,Italian Serie A
217096,England,Queens Park Rangers,English League Championship
217167,Mexico,Santos Laguna,Mexican Liga MX
218880,Gambia,KAA Gent,Belgian Jupiler Pro League
219995,Italy,Genoa,Italian Serie A
220395,Spain,CF Fuenlabrada,Spanish Segunda División
222391,Cameroon,Qingdao Huanghai F.C.,Chinese Super League
223010,Italy,Brescia,Italian Serie B
223159,England,Queens Park Rangers,English League Championship
223357,Cameroon,Real Betis,Spain Primera Division
224438,Poland,New England Revolution,USA Major League Soccer
224836,Serbia,Torino,Italian Serie A
225273,Denmark,FC Nordsjælland,Danish Superliga
225282,Argentina,Audax Italiano,Chilian Campeonato Nacional
226129,Slovenia,SK Sturm Graz,Austrian Football Bundesliga
226604,Colombia,Club Atlético Talleres,Argentina Primera División
226686,Germany,SV Waldhof Mannheim,German 3. Bundesliga
228375,Argentina,Houston Dynamo,USA Major League Soccer
228821,France,Napoli,Italian Serie A
229175,Germany,Eintracht Braunschweig,German 2. Bundesliga
229361,Spain,CE Sabadell FC,Spanish Segunda División
229640,Denmark,FC Augsburg,German 1. Bundesliga
230079,France,FC Basel 1893,Swiss Super League
230107,Mali,Angers SCO,French Ligue 1
231356,Australia,Newcastle Jets,Australian Hyundai A-League
231587,Colombia,New England Revolution,USA Major League Soccer
232000,Korea Republic,Sint-Truidense VV,Belgian Jupiler Pro League
232156,Austria,SV Darmstadt 98,German 2. Bundesliga
232243,Uganda,Atiker Konyaspor,Turkish Süper Lig
232711,Denmark,FC København,Danish Superliga
232770,Argentina,Sint-Truidense VV,Belgian Jupiler Pro League
233152,Japan,FC Groningen,Holland Eredivisie
233630,Belgium,Olympiacos CFP,Greek Super League
234198,Netherlands,FC Groningen,Holland Eredivisie
235629,Belgium,KAS Eupen,Belgian Jupiler Pro League
236458,Greece,Panathinaikos FC,Greek Super League
238097,Korea Republic,Seongnam FC,Korean K League Classic
239498,Germany,VfL Osnabrück,German 2. Bundesliga
240454,Cameroon,FC Lorient,French Ligue 1
240944,Ecuador,Deportivo Toluca,Mexican Liga MX
241089,Burkina Faso,Racing Club de Lens,French Ligue 1
241985,Spain,FC København,Danish Superliga
243402,Cape Verde,Fortuna Sittard,Holland Eredivisie
243976,Spain,Rayo Vallecano,Spanish Segunda División
244391,Zambia,KV Oostende,Belgian Jupiler Pro League
246832,Ivory Coast,Toulouse Football Club,French Ligue 2
247976,Romania,FC Viitorul,Romanian Liga I
250882,Spain,FC Cartagena,Spanish Segunda División
253243,Uruguay,Club Libertad,Paraguayan Primera División
257265,Brazil,Moreirense FC,Portuguese Liga ZON SAGRES
200741,China PR,Guangzhou Evergrande Taobao FC,Chinese Super League
212129,Spain,Real Sporting de Gijón,Spanish Segunda División
212192,United States,SpVgg Greuther Fürth,German 2. Bundesliga
212912,Korea Republic,Guangzhou Evergrande Taobao FC,Chinese Super League
212948,Cameroon,KV Oostende,Belgian Jupiler Pro League
213471,Sweden,Hammarby IF,Swedish Allsvenskan
213573,Germany,Karlsruher SC,German 2. Bundesliga
213692,England,Preston North End,English League Championship
213839,Belgium,Valenciennes FC,French Ligue 2
213905,England,Blackburn Rovers,English League Championship
214088,England,Sheffield Wednesday,English League Championship
215412,Australia,Hull City,English League One
215758,England,Wycombe Wanderers,English League Championship
216105,Belgium,KV Kortrijk,Belgian Jupiler Pro League
219605,Chile,CD Huachipato,Chilian Campeonato Nacional
220201,Chile,Audax Italiano,Chilian Campeonato Nacional
220529,Italy,Napoli,Italian Serie A
222319,Colombia,Junior FC,Colombian Liga Postobón
222773,Germany,FC St. Pauli,German 2. Bundesliga
223594,Algeria,Valenciennes FC,French Ligue 2
223779,Poland,AEK Athens,Greek Super League
224041,Germany,Brøndby IF,Danish Superliga
224198,Egypt,Yeni Malatyaspor,Turkish Süper Lig
224487,Scotland,Kilmarnock,Scottish Premiership
224590,France,Grenoble Foot 38,French Ligue 2
225187,Netherlands,Cracovia,Polish T-Mobile Ekstraklasa
